Campaign ID,Total Funds Raised,Number of Donors,Average Donation Size,Attendance Numbers,Funds Raised at Events,Participant Feedback,Marketing Spend,Cost per Acquisition,Return on Investment (ROI),Event Type,Event Date
7b1fd946-9adf-441c-848c-d42198ead274,55224.28,459,1441.07,74,18562.52,Negative,6283.02,83.82,7.42,Auction,2023-05-14
2048e22d-59a8-4f2e-b640-a10d22619449,71176.96,211,1283.94,901,885.76,Positive,6340.44,19.09,4.54,Gala,2024-05-10
e370cc32-31a2-44d0-ac55-8c071a86e25e,4279.94,362,1123.57,196,38702.91,Negative,3613.26,81.24,9.53,Dinner,2023-02-15
adcbbf25-2064-4cdc-969a-b5c0636cb020,27693.46,304,1065.21,269,15284.14,Neutral,4831.21,26.22,4.84,Gala,2020-06-20
0d01554c-44a7-4a1b-ac0b-3df476d66292,62396.97,476,1334.14,468,26394.86,Positive,9020.86,84.85,6.64,Gala,2022-06-23
e6ceb27f-132e-4247-a551-593fb6c48012,20965.74,163,702.07,463,16340.91,Negative,6145.28,7.98,4.76,Auction,2022-03-26
eb526305-d26c-44cf-ab7b-a036e585c670,25801.89,122,486.68,466,21497.46,Negative,1804.77,87.12,5.25,Gala,2021-02-05
7bf4c872-3341-4644-8649-62d459610caa,78568.38,93,1377.81,136,27404.53,Positive,8883.35,79.0,7.81,Gala,2022-07-03
575bce46-d16f-4972-a1dc-a5925e32428d,29432.31,197,394.19,92,21146.79,Neutral,7219.17,62.21,8.69,Auction,2020-05-29
60ed7383-c6cb-47a4-b586-97b3fa08e357,16436.12,318,579.68,682,38359.83,Positive,3980.49,56.49,1.8,Dinner,2024-05-23
ac14da41-7b91-4a7d-8759-5d05d90c161d,55593.93,368,1393.54,22,9089.65,Positive,3347.12,37.24,6.08,Gala,2023-12-10
1e0eb776-84a3-4a3d-94d8-93160c8803ae,17200.68,289,1411.92,245,3324.58,Positive,8968.69,30.32,5.74,Dinner,2022-05-19
e2ec4ee4-ced6-4947-83cd-85c236cf8ea4,2840.23,404,244.25,333,48822.03,Negative,5402.82,54.03,2.71,Gala,2023-01-10
bef262d2-4c08-4ce6-9911-1f711cef5566,24160.93,488,600.35,507,2516.67,Neutral,431.68,18.92,4.09,Marathon,2023-03-26
e14c8638-4e8e-4176-9c25-9f69605177e3,24532.68,163,405.35,99,19706.43,Positive,1495.17,68.22,5.06,Gala,2022-05-26
b6139339-5023-41f8-987b-7099f904e530,17723.52,417,1312.82,193,41369.25,Positive,4102.25,93.77,6.15,Gala,2020-08-12
fff1039a-2d0c-4f53-b006-70108f944e2e,62860.46,342,1882.86,607,13804.02,Negative,2541.85,94.84,3.37,Auction,2020-05-03
d2097a24-7263-424a-a3d8-8db47ae8e221,95534.79,329,731.63,688,48990.95,Positive,683.04,11.69,0.26,Dinner,2023-04-29
a6576baa-b65c-472b-b2b5-58fd3c836ad9,96897.64,370,370.36,743,22073.13,Positive,2391.38,93.45,1.37,Auction,2022-05-01
0e867522-de0b-4f5c-bd96-ba6d6618616d,15910.18,498,1038.5,197,49106.45,Neutral,8543.62,17.02,5.14,Gala,2023-09-13
d0efe290-2c1d-4b8c-a066-ba525fecd42b,71935.56,449,405.9,458,39182.12,Negative,3543.64,29.78,9.79,Dinner,2023-12-03
ac6c82a1-4f09-4234-a1a7-ab9d68b0597c,16085.95,461,1963.44,674,32033.27,Positive,6888.23,51.31,2.66,Marathon,2021-10-31
caeb89a1-7604-4afd-9697-a673c2d080b8,65123.81,210,428.01,305,29289.6,Negative,5450.92,53.53,3.76,Marathon,2021-10-27
6e551bfb-ca9f-4912-8d42-8fc52137b229,57256.35,495,256.52,334,46828.82,Positive,9485.11,83.48,5.53,Marathon,2022-08-17
d9d571a1-3a04-421f-8c36-cc733388cb1e,60003.83,236,445.65,830,31586.29,Positive,2736.57,28.98,5.24,Gala,2023-07-06
f4db4a46-7755-4729-a442-5981505dc242,82183.33,369,990.49,332,46076.62,Neutral,6563.62,39.63,3.04,Marathon,2020-06-26
2a6d22b2-d7a9-43da-8e80-fc426e2d1d05,80595.66,294,1200.89,463,36661.47,Negative,2722.73,86.18,4.83,Auction,2023-09-02
0039ff93-500c-4cb2-b795-4e903fba55b5,52877.14,499,622.44,450,35192.65,Negative,2359.54,74.92,4.27,Dinner,2021-02-21
bf18a8df-301d-49d8-b1ab-4ed45744be63,56004.86,384,1373.88,682,805.7,Negative,3044.85,48.37,3.1,Dinner,2020-07-31
b4cbb692-9c7b-4bf0-a16c-a99d1d2b58fb,7885.02,322,612.56,748,35025.8,Negative,2137.13,57.83,7.35,Auction,2021-12-14
bd03ceb6-ad16-4747-8fed-4eb2de1631ea,97062.38,198,834.68,454,20536.74,Positive,8407.95,97.66,9.63,Gala,2020-10-29
3ca2164e-001f-4549-b85b-d860e0f6b990,86811.27,284,236.35,970,1939.53,Positive,3864.47,44.39,5.19,Auction,2021-05-07
7c23eb35-14ed-4d17-aa87-bee367dbf877,82582.95,470,1020.09,247,24663.34,Positive,7001.45,54.43,0.17,Auction,2020-06-18
f995ec15-cbe1-4238-901e-d52c0fc0d825,22697.61,311,1491.22,900,34780.4,Positive,4401.13,8.38,5.21,Dinner,2020-06-14
4047f97b-bdfa-4d53-a020-e6e101f6289d,96206.74,179,857.17,454,43143.73,Negative,5114.48,40.94,7.42,Auction,2023-10-24
8715eb96-5f4f-46b3-afca-785eda0d9e22,51013.2,239,1240.34,38,49485.7,Negative,3415.07,92.19,4.03,Dinner,2020-09-01
af627647-69eb-462d-96ac-b13ff827526a,76685.53,59,281.96,267,19848.73,Positive,6710.06,83.56,2.45,Auction,2021-03-20
04197602-a6a4-4031-995c-7097fefc8c41,52946.77,437,349.87,701,29119.7,Positive,7591.52,93.24,9.15,Dinner,2022-03-15
f71f5068-6d4c-45e7-b770-b8b8b0563bc8,51636.15,60,785.69,563,35124.19,Negative,4580.46,11.59,4.68,Auction,2023-01-17
3795acce-d2fb-4479-ad40-5c289b20c635,83110.64,420,665.93,283,35054.66,Neutral,8832.04,70.03,7.98,Auction,2023-02-22
26e28465-4b0d-4693-9ddd-f4197fdf7be1,41466.9,388,426.54,533,8640.56,Neutral,2841.75,14.73,8.77,Gala,2021-02-11
df5f47b8-bc5d-40fa-a494-ad5a013b3010,99551.1,480,1997.28,974,46326.19,Negative,8675.95,49.91,1.98,Gala,2022-01-29
9157aeac-999f-45e6-bca7-f6f8fc22cb47,74146.23,125,1669.23,936,28683.26,Negative,2399.87,75.23,5.55,Auction,2023-04-29
b7ddbcf4-f876-4360-8b15-7be220228166,29759.85,160,1186.01,339,1437.53,Neutral,3615.82,58.65,1.13,Marathon,2020-10-27
b313b2f7-577e-4ce6-a7bd-86b76a9b60dd,41938.92,97,301.21,991,38427.86,Negative,3975.47,18.2,9.57,Dinner,2022-12-13
72d36d90-1a6f-4c80-834e-f6a86f554f5d,54703.63,314,1333.99,229,36708.07,Neutral,4022.12,56.09,6.22,Gala,2022-05-22
e5a655cd-dd47-4447-ad73-5d08fd1993bb,54676.59,471,1253.37,138,18200.85,Neutral,5098.88,73.64,8.8,Marathon,2023-04-18
65af35a8-8c8e-4a71-9cad-35fa4ca7843e,57327.44,79,1540.81,970,6112.26,Negative,1359.48,79.62,7.59,Gala,2020-01-04
a171a2f3-7d8d-4f82-9b1c-51f73be8486a,3667.25,62,1834.68,597,46426.04,Positive,278.34,39.43,4.39,Dinner,2022-07-08
0892f8d9-fec5-43b9-bcb8-6a38dc9753ad,92948.52,420,1525.84,886,14990.44,Neutral,4696.3,95.74,8.05,Dinner,2021-11-15
9e03c14d-141f-4eec-8b63-4c999f2223e4,36226.21,209,1763.71,130,22545.61,Neutral,3093.99,87.96,6.31,Dinner,2021-11-16
940404ad-adb7-4abb-8ac3-03686cb66db3,33208.79,74,1967.52,899,47832.82,Positive,9996.53,62.17,3.21,Dinner,2023-05-26
3d95eeb5-157e-4ebd-89f1-e01d75af4f64,79557.0,239,1339.64,40,40467.1,Positive,5785.77,83.82,10.0,Dinner,2020-09-12
918d169a-f6cc-4a5d-9b69-d817ecc9c29a,72066.18,321,1869.83,689,18611.51,Negative,2280.1,35.2,0.95,Gala,2021-09-15
0add95f9-6d4b-46f8-bc60-179f9ddebd8a,27540.87,89,838.08,465,11978.21,Neutral,3067.29,73.94,3.09,Marathon,2022-09-21
f729936e-34ea-4380-9268-dc6b7b218204,61033.54,300,1513.37,64,5604.63,Positive,6565.02,8.59,4.03,Marathon,2023-03-02
cd9ecd26-9bbd-4f31-8c30-e4a5afeec240,83992.07,339,1291.39,491,30961.2,Negative,8530.95,48.65,4.81,Gala,2021-03-16
1b6a18aa-5054-403c-9beb-f30bae70a374,42772.78,84,1469.4,362,42485.87,Negative,6014.59,75.01,4.47,Dinner,2021-01-09
de595707-0750-4ff0-aa56-2ff66fe10906,42963.26,136,518.36,180,36656.07,Neutral,462.73,84.65,6.67,Marathon,2023-09-08
23bca0ea-2e10-4b2e-afee-15a73afa4d62,26181.26,195,1961.09,910,43760.12,Neutral,4491.46,38.38,5.68,Dinner,2021-05-03
9afd5e8c-7160-4ff8-97db-6f50f0efed06,87058.71,376,69.15,721,41887.04,Neutral,2557.36,70.79,1.43,Dinner,2021-02-06
084c85fa-d0b5-4936-a8cc-5f3bdbd60237,17949.34,287,432.93,453,35709.25,Neutral,9268.08,78.43,6.4,Marathon,2021-07-12
9a4207d8-39b9-4b57-b34a-180094148bb6,52936.58,259,77.65,29,27356.14,Positive,3873.69,30.34,1.7,Gala,2021-01-30
923fc1d0-babc-4d8e-b13e-4424ec95cf31,90496.06,98,439.52,311,45121.55,Neutral,9646.65,81.76,4.74,Marathon,2021-05-29
96005644-0671-4b76-92dc-db12ff6a63a1,13492.71,350,981.76,938,27637.13,Positive,7453.43,93.25,2.37,Gala,2021-03-30
36d143ff-8e5d-4eb8-8806-6cdd8a9b1eaa,69402.6,376,237.85,345,39137.5,Negative,8985.05,75.45,1.82,Auction,2024-01-14
1afd9b6f-eb17-4ea2-985b-3719a780ca59,13779.12,280,1146.65,315,7022.38,Neutral,2219.83,60.8,3.13,Dinner,2021-09-02
76ee8bef-1f93-42ee-afb9-949208222fc0,8760.36,82,1791.75,570,45194.84,Positive,8983.38,94.94,4.97,Dinner,2024-03-19
d64b9a14-5b9e-40dd-bd98-fe1ff0fd1804,46808.56,496,1011.96,374,24968.12,Positive,7597.11,37.9,7.94,Dinner,2020-02-10
1883c420-9bdf-4b81-a845-2824b7c14dc8,91935.11,195,863.65,303,31235.77,Neutral,1537.36,95.7,2.52,Dinner,2020-09-04
7ff8a947-0538-4d7f-896a-904e824598f8,85798.24,127,444.97,890,9076.78,Neutral,6246.14,78.99,2.57,Gala,2023-12-18
9d242ae4-ed84-4cce-b32b-5be0979b6f3e,12292.4,91,1588.72,234,26556.88,Neutral,8889.55,75.34,1.08,Auction,2022-05-17
90ec3825-d85f-4dc3-9c35-6a416afed4bd,17948.27,56,1881.95,120,15440.19,Neutral,7123.61,7.75,1.53,Dinner,2021-01-07
adeb99fc-1b45-4a90-bfac-8165fb0d2e45,11480.82,430,293.08,727,32886.01,Neutral,365.92,7.56,4.82,Auction,2020-07-16
09fdd52d-484a-44c2-be38-11dd77218781,79472.1,236,151.65,389,9453.92,Negative,9526.59,17.2,5.39,Dinner,2022-01-28
8328a5a2-e8b0-4871-b5ce-89302d94da3d,39468.34,116,1314.22,685,47504.07,Positive,4657.92,17.3,2.29,Auction,2020-08-11
ea9277e9-05bb-4531-b955-dcea6bb343a2,72658.7,155,233.07,434,2659.77,Positive,7959.45,61.13,8.86,Dinner,2024-04-15
e9992365-03dc-43e5-95bc-4bdd863c170f,28379.83,337,389.57,471,7740.06,Negative,7193.17,72.29,6.49,Auction,2022-04-10
1e8b01b7-19ed-4a83-900f-de06e7f9a2ac,49447.2,363,1151.71,89,47188.98,Negative,8729.41,96.56,7.1,Gala,2022-07-11
00a67642-be94-433b-8c16-799885a8501b,45809.36,331,627.66,724,21468.24,Neutral,6763.89,38.07,8.07,Marathon,2020-04-15
1c402408-ce55-4a7c-bf7e-68844b6dea3b,26254.48,473,299.98,755,22851.22,Negative,5245.62,18.05,7.39,Marathon,2024-06-09
45b53f9d-9afb-42c5-8698-c1f9d15a42db,14880.11,161,1085.86,795,4652.76,Negative,5657.71,44.54,1.69,Marathon,2023-08-16
ecd53277-33f3-4baf-9eaf-22016a7df7a5,66314.98,125,1422.55,870,7951.93,Neutral,3049.28,20.34,6.88,Gala,2022-08-07
2c4e4e2d-7925-48c4-ba34-9bf9031516a0,97782.22,154,453.53,35,14717.67,Negative,9778.43,77.05,4.19,Auction,2022-03-25
7a89134a-23c2-414e-aae3-e9e5d9c5620f,90298.08,75,403.57,198,18601.32,Positive,3480.13,63.73,5.79,Auction,2023-06-26
3ab3bcfe-4004-49c4-bdb2-dafc2cf4e066,18366.2,288,1929.99,269,13894.2,Negative,7332.16,54.12,6.83,Auction,2020-09-07
cd22af43-c753-479c-9709-4d7c95a07098,97647.94,81,1074.22,824,34796.67,Positive,9165.17,50.7,6.77,Auction,2020-03-25
2510ee24-bca4-456c-b71c-2bc5682c4eee,64154.69,179,557.6,551,12252.65,Positive,465.94,93.23,6.72,Gala,2021-10-20
ede46637-4f9d-4b99-9bdc-7f932e62df33,70932.3,278,1513.16,469,28859.24,Positive,4327.16,34.6,8.93,Auction,2024-03-31
6d58c482-6623-4af4-8d21-ab947c24ce65,73802.23,230,1062.93,375,31452.35,Neutral,2885.43,53.93,0.29,Auction,2022-04-06
3d7f4355-d237-4778-af63-054216048dbc,17222.07,203,1684.12,405,26582.86,Neutral,3278.78,59.18,6.06,Dinner,2022-09-16
c7e39111-a595-4956-a398-a94e87451625,69669.12,203,1446.12,178,25348.36,Positive,9564.12,24.01,5.71,Dinner,2020-07-27
a23d1ccf-3892-4645-ad65-0bc661dab2c4,6197.96,417,100.19,585,21354.47,Positive,456.59,91.62,8.35,Dinner,2022-09-11
211b717c-6509-44b5-9791-ef7b1fa0fcb0,88160.96,453,62.7,736,38103.47,Negative,4207.47,63.98,6.76,Dinner,2024-01-28
5a2fca67-3f33-49cd-9ad4-bd36b164b9e5,68119.2,498,1576.03,79,18892.64,Neutral,6615.84,64.97,2.57,Marathon,2023-08-27
cb391ded-a887-4377-a678-0be9a2089580,72260.48,108,415.88,655,44487.57,Positive,5812.03,6.85,6.58,Dinner,2024-04-08
5724b4f8-edae-4a46-8f8f-f2560c88a87e,60083.12,250,1773.26,997,9465.96,Negative,1314.09,67.35,3.96,Auction,2024-03-07
72af8d5f-c3e0-4ba5-8c60-c6c1caa3244b,3716.12,440,821.7,31,22014.52,Positive,4141.85,38.08,1.67,Marathon,2022-03-07
e5ed7a3c-2f83-4219-9ab0-b35fe2ccdacc,96069.9,69,1237.3,50,35782.91,Positive,6644.02,91.96,3.61,Auction,2021-02-17
9825203c-b0c8-470d-bb20-8838fa870287,5076.6,434,850.47,449,7490.9,Positive,7432.27,94.62,1.58,Marathon,2021-02-01
357ef291-4db2-4c79-a5d4-14e54e7d8bf0,76560.23,168,215.53,177,1859.46,Positive,9565.69,38.29,1.11,Auction,2020-07-08
ad0163f3-b762-4353-94ea-e28105ea3f8d,7435.62,281,437.67,647,11632.93,Positive,6272.01,45.44,4.06,Gala,2023-06-24
92328504-de24-4d6c-8a5b-c5007744430e,22852.84,265,1814.8,890,42386.65,Negative,516.67,25.41,9.63,Marathon,2022-11-07
3bde2680-635d-4e71-890f-ecbc835207e4,44017.11,300,870.92,768,23746.09,Neutral,7301.22,76.23,7.84,Dinner,2021-02-28
be361fa8-c0b6-4a09-bf13-3211bd24ffcd,36267.78,274,1300.08,761,879.95,Positive,7986.24,58.13,7.54,Gala,2023-09-12
57564232-3ad3-464e-843a-80863e73fc18,23974.42,295,461.13,720,33352.66,Negative,5054.27,54.58,2.0,Marathon,2024-02-22
8a45cc6e-cfc5-4c1e-aa70-46f59694ed9e,13781.39,61,1149.36,841,23794.03,Positive,4164.69,67.66,7.36,Dinner,2020-02-19
617ab2ed-4ff9-4934-84a3-bbcad8629a57,6223.1,484,1837.92,96,10631.01,Positive,1337.86,82.96,8.54,Dinner,2020-08-21
d5fc2ad5-1396-43a9-90d0-2c097ba5bb1e,99954.86,346,1988.01,837,14559.05,Neutral,9344.99,77.69,8.86,Dinner,2023-05-23
f6358ba1-8d7e-4d24-9580-b1632373ee7d,35128.62,345,1716.01,887,40463.34,Positive,7672.22,80.03,8.09,Auction,2022-08-14
f4e04a39-5dc1-478a-b5c6-3f7cd979c7a0,87238.7,364,1548.84,526,36197.58,Neutral,8851.12,57.53,1.51,Gala,2023-07-06
bf1c5ae4-5754-41db-a308-32ef7b4e542b,4135.22,368,1542.04,660,982.52,Negative,778.58,26.73,8.32,Gala,2023-12-02
cb660c37-ca60-489f-98da-d94750b739de,62943.04,312,103.86,796,21699.13,Positive,8782.35,98.32,3.93,Gala,2023-02-22
3f02b5a7-05fb-4b69-b37e-56b94808ead5,8781.77,299,346.65,337,17836.13,Neutral,6421.3,87.42,6.56,Dinner,2020-09-04
c6a44ce2-81cc-4731-bf68-9ebb9c8ab400,43380.47,105,1086.28,594,24888.5,Positive,1503.76,80.48,8.79,Marathon,2020-11-17
200c9428-a845-4abc-81c4-b0a3ff38c77e,59460.99,497,1639.25,498,46642.49,Negative,9411.45,8.98,0.76,Dinner,2022-01-28
ff4dcb3c-1526-431e-a290-4faafc8f1ec0,12509.92,467,628.52,121,43807.18,Negative,5346.88,71.3,4.51,Auction,2023-04-25
b6cda15a-e3d5-471f-a9fe-be6671117738,79713.52,396,1441.85,906,46069.48,Positive,5685.35,6.59,3.95,Gala,2021-09-19
ee19a547-7a70-4707-8fec-ed070205bd11,87467.02,307,1836.77,368,3426.12,Neutral,6330.66,74.39,4.18,Auction,2023-06-17
0d5a45f4-0615-4ba3-be8f-7fd56128e184,2255.89,446,685.76,563,2616.02,Negative,4088.78,48.27,2.54,Auction,2023-10-09
18ddc420-f9d9-4557-b3d5-7ee563d606b7,59767.74,89,1498.55,226,32284.68,Negative,5755.03,94.87,3.93,Auction,2021-02-10
888a631b-ef20-4711-a733-1f92f93baeef,77366.4,239,1792.21,592,45068.04,Positive,2765.05,22.92,4.41,Dinner,2020-07-28
2e8ed680-f8fc-4e81-b4da-fd2a73ee008e,63075.75,166,1642.45,542,25278.29,Neutral,9895.86,27.95,9.89,Auction,2022-06-07
a077c604-051e-48e0-b6dc-c5773e1eeb11,26474.18,448,1743.16,548,11245.9,Positive,6814.37,35.75,9.86,Auction,2022-09-05
0cd59267-f77a-4031-9328-a65bb678f86b,97425.85,270,1702.15,922,24608.11,Neutral,2688.97,19.84,5.31,Auction,2020-12-01
ad05e128-d28f-42b4-992b-0916ace0d243,98839.99,382,1119.67,484,8620.68,Neutral,243.04,34.65,8.36,Marathon,2021-11-02
f3c93228-13eb-4cd4-9ebd-680de69715a1,62615.52,230,1873.92,386,11193.43,Positive,4319.47,37.79,8.18,Gala,2022-12-30
beac6c50-4363-441b-b173-197690f74208,19574.03,409,1021.27,875,13503.91,Negative,7690.83,51.16,6.91,Auction,2022-01-21
a1459715-fd08-4b24-81b2-04d871127ad8,61149.88,258,1008.62,207,5994.56,Negative,5438.05,72.75,5.17,Auction,2023-05-29
dccd09d3-e171-439e-9a96-5134f7d25b0e,23708.96,429,1921.97,331,2532.58,Negative,4122.4,67.75,8.66,Marathon,2024-03-09
2b00cebe-c7c0-418f-8759-488c184c7c7e,67077.9,57,665.1,420,45419.84,Positive,8543.51,87.31,6.12,Dinner,2022-01-20
03e49a16-84df-46a0-9ad8-fa08ad610ae0,4229.39,200,1109.85,556,2961.31,Negative,5839.84,34.69,8.2,Dinner,2020-09-07
8c6f8c26-351e-4ad4-9c9b-a2ace572e918,9803.1,112,1096.95,187,3001.82,Positive,5600.81,14.09,9.43,Auction,2020-05-21
a2453cbe-f682-40be-abab-7ed6a86c1fac,18089.18,114,1712.28,685,12100.71,Positive,1816.78,45.59,8.65,Gala,2020-07-01
a2c56930-169e-4ebc-ba47-dd0679654e92,37443.67,166,551.82,888,8475.34,Negative,6216.57,30.51,1.35,Auction,2023-04-05
d4418d53-a158-4e51-89ab-f507d00a3950,17820.64,242,1895.13,193,3704.84,Neutral,839.72,32.89,4.68,Dinner,2023-08-18
5214f95c-4f98-40e1-890d-3fdc259bec67,1937.74,113,335.7,703,6560.68,Neutral,626.76,81.99,6.48,Auction,2023-11-26
a63032b4-ca1f-40d6-971e-faa022d9bf3f,48448.92,112,577.08,371,15766.84,Positive,7927.2,84.39,9.79,Auction,2022-02-27
97ea42de-230a-4f91-b23b-a7fc0cd5bd55,75773.72,56,1411.12,867,15292.71,Neutral,3095.32,19.91,6.09,Dinner,2024-06-26
77a69e7f-faae-45c8-bfd9-a94ef84a62b0,22551.17,470,1394.81,159,41000.57,Neutral,6234.15,97.72,9.65,Auction,2024-01-29
63013569-7165-48fa-bc99-4ae2b493ec8f,46916.84,444,1517.7,782,2010.7,Negative,1205.71,70.76,4.98,Gala,2023-03-31
65a475bd-0114-4889-9eed-2b1a76a73682,59037.58,73,1825.25,130,32577.93,Neutral,1198.13,21.8,6.35,Auction,2022-05-09
532d0de2-f4d2-4f29-ba3f-2786bbae47bf,1678.04,146,293.66,624,7734.97,Positive,7853.21,98.51,2.23,Auction,2023-06-02
23c66e6b-ee39-476b-813a-fbce2f3b1c0b,54751.06,220,1188.33,977,30753.58,Negative,1243.78,33.09,2.13,Auction,2021-05-12
a74c5612-a3bd-4412-bade-f6d73fb79bdb,50837.01,257,786.84,552,30549.71,Positive,7434.94,10.38,2.2,Gala,2023-10-13
1dfbe523-1959-4995-a562-f0e28be80776,46123.84,359,526.12,683,33117.5,Negative,3853.66,70.31,1.86,Gala,2023-09-05
1fc7e034-cc10-4a7f-b938-37c2316768db,47173.56,315,920.48,668,26052.95,Negative,5112.47,21.88,4.54,Auction,2022-04-04
feeb7010-8a2a-435f-939c-60c485dd11a3,28448.09,375,1475.07,198,3217.8,Neutral,4117.21,15.67,3.65,Gala,2023-01-23
5a3e220d-bac7-4dc2-8d95-19cd9ff9c297,65405.36,369,1358.55,571,5261.71,Positive,4515.21,99.93,7.89,Gala,2023-12-24
41ac2ab9-46c5-444f-ba22-cdd722f62877,5449.73,500,1603.45,360,8192.53,Positive,2900.9,89.11,3.9,Dinner,2020-06-28
e48095f0-4a8a-4dde-9916-c197d211d3e7,9524.02,496,1297.88,627,15893.7,Positive,1520.31,44.41,3.97,Auction,2021-03-28
76d814bf-463a-4757-9e75-b1915663b82f,99603.41,148,243.24,94,34916.98,Negative,6194.35,13.22,1.79,Marathon,2024-04-06
428635f5-5ea5-4fcc-9ed8-cae763f774a1,43795.41,474,763.46,684,8859.83,Negative,170.15,82.68,6.05,Auction,2024-04-22
8a13a50f-46bb-4c02-a5af-becf2c26ca08,60148.55,299,797.88,443,24120.26,Positive,5734.62,83.11,2.49,Dinner,2020-04-19
765315a1-2830-461c-b45a-0fdc253065e3,59306.52,227,850.07,378,10209.08,Positive,9002.98,23.82,2.43,Marathon,2024-05-28
8d94a1ad-2c9b-48bc-8967-a8d930475c8a,30279.65,428,548.23,278,30163.47,Negative,1458.37,80.02,9.18,Dinner,2022-07-02
124346d7-463a-443b-83f8-871d221e8c76,99999.32,314,1716.7,240,16100.67,Positive,5489.62,17.93,7.49,Gala,2020-04-28
0c745255-55a2-4730-b4f2-62c2f8fb60a0,90701.92,357,1749.56,735,14277.19,Positive,754.11,48.66,2.59,Auction,2022-07-01
81bc360d-0df8-483a-bb05-0816cf33b637,35656.46,296,1363.36,599,2685.73,Positive,9347.75,38.04,3.49,Dinner,2021-03-22
2a65aeb3-1e22-49eb-bd88-f3ec83f7b6d8,18604.33,323,370.07,150,47114.59,Positive,4016.97,90.74,8.06,Auction,2021-10-30
8c04ed94-2a47-48e0-9f57-9d23f1688117,90699.18,427,372.77,151,40782.97,Positive,7568.19,78.86,3.41,Dinner,2020-04-24
f49f556b-d855-479f-a927-a7620af3b79c,21227.07,306,967.14,277,7206.01,Negative,2540.46,6.64,0.63,Auction,2023-02-15
4bc5be7a-5f41-489f-a06f-5082a78a8057,39428.23,323,199.11,668,43275.2,Neutral,8971.94,68.38,4.6,Marathon,2020-11-09
fb6c0d1d-df71-46ed-adcd-999f179a44e5,9579.19,193,273.83,960,14065.11,Positive,7384.87,14.54,9.25,Auction,2023-11-27
13214fdc-c7c6-47c3-ba53-17c3784ebb43,97204.48,451,1405.49,736,35217.23,Neutral,9731.09,87.53,1.49,Auction,2023-04-06
8bb0c1e2-203b-4b31-80b1-9ca2dacd6767,77288.34,169,1142.32,542,18416.41,Neutral,1046.17,36.18,3.04,Auction,2023-11-26
b6932855-5306-4b4f-b5aa-7d1d45521ffe,8842.6,316,1586.6,371,7549.06,Negative,5879.01,73.21,4.76,Auction,2022-05-07
91dccac4-2a62-48a3-ba0f-d6b3791db213,99900.85,342,1822.44,685,1616.96,Neutral,6018.95,26.3,8.14,Marathon,2022-03-21
504da58e-4c27-48c5-827e-c821d9da9283,15539.56,456,324.01,613,25346.42,Negative,9904.0,54.07,9.57,Dinner,2020-10-10
4d5f01bb-fec4-4e68-856f-35aed54d03f8,63964.54,163,599.98,285,48872.06,Positive,8230.63,66.34,9.94,Gala,2021-07-15
de2eb551-2649-4149-b111-9a79add96869,63754.55,409,348.95,698,32611.3,Negative,3187.05,47.69,3.29,Dinner,2023-10-28
63175319-79bd-4473-bde6-ab8add33f9e7,4135.06,487,1171.79,343,47345.92,Positive,7154.87,62.84,8.94,Marathon,2022-11-10
dba56d87-8eb7-4835-a5ff-07dae741ab4a,60159.36,167,835.36,286,36820.55,Negative,2240.91,63.94,1.23,Dinner,2024-03-28
0aec877b-5722-4ff4-836e-782c7383bc86,96892.65,246,560.03,120,39171.01,Negative,6588.63,89.55,1.97,Gala,2021-08-22
0dec4f17-2123-487e-936b-3e27adb8115f,68608.13,199,1817.4,110,13266.31,Positive,8176.28,89.96,2.29,Marathon,2022-03-11
f7dad1d0-62a2-4de8-85aa-691e3b8ffa9b,99748.24,279,488.22,745,8468.05,Negative,4345.95,78.67,3.21,Marathon,2021-10-18
6992718e-c962-4226-924b-0e31f0442582,15340.58,64,64.15,876,28843.91,Positive,1166.96,56.68,6.79,Marathon,2022-09-06
79e50297-9f22-48cb-9c9f-8c344a0c3120,11900.95,163,902.41,313,22422.11,Neutral,941.38,20.47,1.53,Gala,2023-12-11
dd413a5e-2996-4758-a617-43e28f327cb0,46802.75,266,1113.77,965,12978.99,Negative,5279.5,83.0,3.12,Auction,2021-12-23
724033b1-fd7a-4e83-87b3-c481d3fc8fe9,27000.4,473,499.96,506,40171.4,Neutral,5018.22,46.36,7.26,Marathon,2020-02-16
95732ec3-b7b8-451d-8363-0ab091a72bdf,51303.47,213,809.83,676,30364.65,Positive,5630.94,70.59,5.71,Gala,2021-11-03
b318a233-acb3-488f-b558-c58e632a431a,49114.65,291,1318.94,785,40860.77,Positive,3358.46,24.94,8.37,Marathon,2021-03-06
a38c1d0a-9fb6-4499-b757-f4da772105e5,38262.66,464,398.71,599,30695.53,Neutral,5592.02,82.46,5.41,Gala,2021-10-15
ad94a140-6355-49c8-9954-5b2a60ed562a,56428.82,94,1256.45,757,26169.83,Neutral,2060.0,36.02,1.3,Dinner,2021-08-26
a0ae7866-7a8b-4fdc-b118-07aafadc7a0b,29588.61,329,691.9,937,45359.28,Positive,3088.72,73.54,2.94,Marathon,2020-10-13
289f8363-a225-4754-9b49-d00ab25d0940,97416.2,450,337.83,263,1270.31,Positive,3571.76,56.85,2.98,Dinner,2022-10-17
b0218aba-1816-40d7-89af-8a6126f56581,91357.35,314,1490.08,896,48650.89,Negative,7749.66,95.52,8.41,Marathon,2020-07-07
