Donor ID,Age,Gender,Location,Income Level,Donation Amounts,Frequency,Date of Donations,Donation Channels,Donor Segmentation,Event Type
9a34f732-b97f-4789-9161-736d361ab77f,58,Male,Birdberg,Medium,347.73,Quarterly,2021-02-23,Mail,First-time donor,Gala
aa9b87fb-c453-46fd-8969-a2aec293a0f8,35,Non-binary,Scotthaven,Low,903.48,Quarterly,2023-08-22,Online,First-time donor,Marathon
9150f30f-593e-48d7-adbe-b00066fa4b71,38,Female,Sullivanfurt,Low,913.55,Monthly,2022-08-16,Mail,Major donor,Marathon
15d0a02c-2e9b-4d79-81c6-3892c6e5e629,21,Male,North Jeffreybury,Medium,705.81,Monthly,2020-05-05,Events,First-time donor,Dinner
da8e77ad-3c9e-49d5-b8b0-a7ab3f07638c,66,Female,West Michaelshire,Medium,241.69,Quarterly,2024-06-18,Mail,Repeat donor,Dinner
592946f1-4f93-4ea4-a612-1fe06f8c15e3,75,Female,Sullivanport,High,345.97,Monthly,2023-12-22,Events,First-time donor,Dinner
cfc6fbdc-0a05-429c-b394-dbd6135ac7cc,24,Non-binary,Port Nicole,High,302.12,Annually,2021-08-23,Mail,Repeat donor,Marathon
ef8ec7b5-34a6-481e-836c-fd0d36cc35e4,63,Non-binary,Lake Jamie,High,340.78,Monthly,2021-10-22,Events,Repeat donor,Gala
4556cbb7-dc4d-486a-ba15-f6d3e526de15,45,Non-binary,Christineburgh,Medium,581.01,Monthly,2023-09-11,Mail,Repeat donor,Marathon
5c57b40b-1895-4a5d-98ed-83522d42fae2,69,Male,Aaronstad,High,545.15,Quarterly,2024-03-02,Events,First-time donor,Auction
3fddc7df-dac6-4fc7-832a-e98bab7eff3f,49,Non-binary,South Toni,High,607.74,Quarterly,2021-09-14,Events,Repeat donor,Auction
6b304246-f17a-4d67-bde6-c6dfbfbd9b9b,44,Non-binary,Williamstown,Medium,950.06,Annually,2022-12-22,Online,First-time donor,Marathon
1f6324a2-2066-45dd-9a7d-82ff60c43a83,43,Female,West Mark,Medium,141.88,Annually,2023-11-21,Online,Repeat donor,Gala
7d9bb8e1-4a7d-49a1-96ed-9fb3e205cf47,39,Female,East Michaeltown,High,367.62,Quarterly,2023-06-25,Events,Major donor,Marathon
71fee6ce-49ef-4762-9db5-6587d3d32947,18,Male,Jonathanton,Medium,782.17,Monthly,2020-10-23,Online,Repeat donor,Marathon
4ea155c8-9283-4f19-a23b-307d1941bf5d,53,Male,Port Gordon,High,408.77,Monthly,2021-06-07,Mail,Repeat donor,Auction
3a2fb1f5-b365-4d62-b962-94983f7e75d2,68,Female,Kingshire,Low,322.97,Monthly,2023-10-22,Online,Major donor,Dinner
ffcf788d-2dc9-4043-acb0-0635b917faea,50,Non-binary,Knappstad,Medium,105.25,Annually,2021-03-21,Events,Major donor,Gala
1c1c4964-0151-42c5-a8d5-b69426a6444d,47,Female,Williamsonmouth,High,16.79,Annually,2021-10-27,Mail,First-time donor,Gala
7b687495-238e-4678-a0cc-95b23c4ffe33,74,Male,Calebborough,Medium,690.29,Monthly,2024-05-09,Online,Repeat donor,Gala
7e4fca72-4c7d-4b91-bd55-4771ad9ff024,42,Female,Weaverchester,High,79.28,Quarterly,2020-04-24,Online,Major donor,Marathon
93f9cf32-8317-488a-91f5-adf9b5047204,29,Non-binary,Terriside,High,773.21,Monthly,2020-11-21,Online,Major donor,Marathon
46cb70e9-4a7d-48b6-8636-0bb3f2fafb3d,39,Male,Lake Makaylaton,Low,682.99,Annually,2021-12-27,Mail,Major donor,Gala
69db00ae-d368-4838-a7b5-7a7f673ade8d,79,Non-binary,Lake Lori,High,114.11,Monthly,2024-06-08,Events,Major donor,Auction
7c27cb66-7c03-46b5-8a37-06ced57f4690,72,Male,Ronaldchester,Low,724.3,Annually,2023-08-05,Mail,Repeat donor,Gala
b5aaf4ec-0858-44f6-8a45-91951c9b30f5,65,Male,Erictown,High,690.85,Quarterly,2024-04-07,Mail,First-time donor,Dinner
a80afd59-36c1-401c-8068-fc04e91f9137,80,Non-binary,North Jamesmouth,Medium,643.65,Annually,2023-09-26,Online,Major donor,Auction
7962edb6-5844-49a9-888b-5562d2043087,67,Non-binary,Thomasfurt,Low,492.97,Quarterly,2022-01-22,Online,First-time donor,Auction
3619d2f8-7014-4a3d-bb67-02f393bde865,39,Female,South Brandonberg,Medium,694.57,Monthly,2024-01-27,Events,First-time donor,Gala
7b16e354-fc54-4c61-976f-c1ab06dd62f0,27,Non-binary,Lopezberg,Low,384.89,Monthly,2023-03-23,Online,Major donor,Gala
99865c49-4e7a-4669-8701-acecd4b17c2c,67,Female,Owensborough,High,723.27,Annually,2024-04-27,Mail,First-time donor,Gala
9ccdc2a9-8bbb-4286-8f4d-3aa5c3a1428f,42,Female,West Jeffreyport,High,683.9,Annually,2020-05-25,Online,Repeat donor,Marathon
13111f7f-17c7-454c-87d1-0065280d682d,37,Female,Marissachester,High,426.33,Quarterly,2024-05-26,Mail,Major donor,Dinner
18339dde-cd85-4e46-a9bf-cf956d6d7bcd,43,Non-binary,Dannyhaven,Medium,835.06,Monthly,2022-10-30,Mail,First-time donor,Gala
66286107-a120-4b54-adc6-a605cb5be508,64,Female,Ochoaton,High,732.92,Annually,2022-06-05,Mail,First-time donor,Dinner
30a0cf29-5a4c-4b58-9310-218e38bb5ed4,40,Non-binary,North Michael,Low,575.84,Monthly,2023-01-24,Events,Major donor,Marathon
600cbaac-09dc-45de-b50a-251832b0b355,29,Non-binary,South Sabrina,High,193.97,Monthly,2023-11-20,Mail,Repeat donor,Gala
8a84e6b7-a28d-4e23-86bc-757ac0c0c28d,65,Female,Lake Johnbury,Medium,383.08,Quarterly,2022-08-09,Online,Major donor,Dinner
249daeaa-6735-4baf-85b3-24de09976dd0,60,Female,East Michaelfort,High,937.9,Annually,2022-01-13,Online,First-time donor,Dinner
9ada9014-b34b-4082-8612-70cf5c421286,33,Male,Amberside,Medium,699.29,Annually,2024-05-24,Online,Repeat donor,Auction
82f848d3-a0d7-47ce-8f68-12be05411982,39,Female,Hernandezshire,Low,441.95,Monthly,2021-09-23,Mail,Repeat donor,Gala
1c515bd9-6cd9-45ab-ae71-e1e8ac33602b,21,Non-binary,Tiffanymouth,Medium,920.69,Annually,2022-09-03,Mail,Repeat donor,Auction
daeda6c6-0b9b-4b20-b579-fdbb82c56380,48,Non-binary,Anthonybury,High,623.02,Monthly,2021-12-10,Mail,Repeat donor,Auction
f8434b31-f969-47ba-9632-50e53332351a,64,Female,Lake Jonathanland,High,863.12,Annually,2022-10-26,Events,Major donor,Gala
229c2f62-790a-40b0-aafd-04a2a03747f1,20,Male,Martinezmouth,Medium,191.13,Quarterly,2020-10-08,Events,First-time donor,Marathon
163fb5e1-9fd5-427d-874b-c5826dde9180,40,Male,Lake William,Medium,558.09,Monthly,2022-05-07,Mail,First-time donor,Marathon
c623cf6e-4b29-4f49-8b0f-7553f04db0a7,49,Non-binary,Clarkfort,High,150.19,Quarterly,2022-12-22,Mail,First-time donor,Auction
25c3b535-e41e-42cd-a5cc-a9c2a3232897,46,Non-binary,Port Savannah,Medium,620.28,Quarterly,2021-01-10,Online,Major donor,Marathon
54d980d7-a274-4048-bd9a-1311a18858cb,47,Male,Jenniferfurt,Medium,761.82,Annually,2021-04-20,Events,Major donor,Gala
245b8cc7-4a37-4d9d-9e60-343d011b5af6,32,Male,North Nancyfort,Low,198.49,Monthly,2022-11-03,Mail,Repeat donor,Marathon
0a29b276-7d15-4075-bfc3-b0b7258a6f1f,50,Non-binary,North Cassandra,Low,494.9,Annually,2023-06-13,Mail,Major donor,Auction
58081130-4c21-44cc-957a-035fac094ba8,75,Female,Barnettton,Medium,13.05,Monthly,2022-08-28,Mail,First-time donor,Dinner
6868bf51-d3cc-47bb-9f95-7c4c6e47a282,40,Non-binary,North Zachary,Medium,44.31,Annually,2022-09-28,Events,Repeat donor,Auction
9f5382f4-d014-4e52-be9a-6421e7b9fee5,69,Male,Timothyshire,Medium,43.12,Monthly,2020-02-28,Events,First-time donor,Marathon
93f50261-e384-4c53-b011-35f15d6ef5bd,63,Female,East Patricia,High,323.75,Quarterly,2020-11-08,Events,Repeat donor,Marathon
1dabe286-99c9-470e-b1f1-f79d1b97dc06,66,Non-binary,West Heather,Low,667.83,Quarterly,2020-05-28,Mail,Repeat donor,Auction
f5eebf69-2b03-4301-b81e-cb1898af2828,43,Male,South Kevinmouth,High,300.28,Quarterly,2021-01-16,Online,Major donor,Auction
1d08a757-9f14-4dce-9514-28975646f87f,22,Female,West Mark,Medium,433.66,Monthly,2021-01-13,Online,Major donor,Marathon
a64d6e4f-69bf-4152-8dd6-ba27f07f1626,23,Non-binary,Wileystad,Low,928.32,Annually,2020-09-09,Online,First-time donor,Gala
2b57ca11-5d68-4021-89db-b6cd6e704e55,77,Non-binary,North Jamestown,Low,965.64,Monthly,2023-04-29,Mail,Repeat donor,Dinner
5223b7d1-453f-41d7-864c-b46151a59fef,29,Female,Douglasstad,Low,139.32,Annually,2020-08-11,Online,Major donor,Marathon
1d84b914-e2a6-4c31-9430-6bcfa4a26e6f,78,Non-binary,New Randall,High,152.42,Quarterly,2021-07-28,Events,Repeat donor,Auction
9456ae0a-2a41-469d-9cc4-4619b807a51b,30,Female,New Sherrychester,Low,643.98,Monthly,2024-03-09,Mail,Repeat donor,Auction
ad3dd947-f335-4b2e-8898-5eb48d4b0f37,28,Non-binary,East Andrewmouth,Low,86.17,Quarterly,2024-02-15,Online,Repeat donor,Auction
8f4253c7-7798-4104-927f-f40c1df8d6ee,74,Female,Jenkinsside,High,70.84,Quarterly,2024-04-05,Online,Repeat donor,Auction
e8b6bed7-3e6e-4d7e-8385-54c2aca23297,35,Male,Ashleefort,High,124.48,Annually,2023-05-31,Online,Repeat donor,Gala
52408874-9541-4a69-8db8-d63d8ca162f3,48,Non-binary,West Carl,Medium,444.97,Annually,2020-02-25,Online,Major donor,Dinner
dca70208-07b3-4ff4-bab7-fa9dda7d6ee5,20,Female,Lake Sarah,Medium,859.37,Quarterly,2023-06-19,Mail,First-time donor,Gala
ce415810-6c55-4dea-a92d-90f55509ac5a,76,Female,Branchfort,Low,952.93,Annually,2022-07-10,Online,Major donor,Gala
62251cc0-ac30-44db-8c5c-d2c9e7e05685,62,Female,Ericfurt,Low,167.6,Monthly,2021-10-13,Online,First-time donor,Marathon
ede52f21-843c-417a-9aa7-68d23fbbd2c5,62,Female,Johnbury,Medium,323.84,Monthly,2022-03-21,Mail,Major donor,Auction
84a66878-db2c-454b-be73-3a25a5d1a8bd,76,Female,West Matthewhaven,High,641.38,Monthly,2020-08-03,Online,First-time donor,Marathon
6fd8987f-9bb5-43fd-8611-a2cfbfafbbec,23,Female,Stevenburgh,High,545.97,Annually,2020-08-08,Events,First-time donor,Marathon
6ef65e62-2356-4907-8572-cc6431161a60,30,Female,Hollyland,High,14.39,Quarterly,2020-02-19,Events,First-time donor,Marathon
8c22e87d-ea2d-4928-b59d-321cebad66b7,40,Female,Mooreville,Low,802.0,Quarterly,2023-04-30,Mail,Major donor,Dinner
89813326-a4dd-4aaf-9c9a-82c4a7d609a1,76,Female,Lake Gabrielleland,Medium,647.66,Quarterly,2020-04-28,Events,First-time donor,Marathon
7ed26175-0be5-45f2-a80d-b823e24f91c5,48,Male,East Kyleborough,High,665.81,Annually,2024-01-25,Mail,Major donor,Auction
f09f81c3-c02e-48b1-9822-5942bed6e40d,57,Male,North Derekmouth,Low,496.12,Monthly,2020-10-01,Mail,First-time donor,Dinner
84407350-da2b-42de-b766-b2a384a695e9,75,Male,Johnville,Medium,338.59,Annually,2023-03-02,Events,Repeat donor,Gala
7c1cedf8-b3b9-4aba-8f22-0b911bf81ec6,27,Male,Smallburgh,Medium,354.24,Quarterly,2021-03-19,Events,Repeat donor,Marathon
e33c6959-753e-4a6b-851e-86ddeb0b63c0,56,Male,Josephshire,High,107.32,Monthly,2020-11-14,Events,Major donor,Dinner
74e81bf8-2273-4306-8d0e-ae58ca68f491,32,Male,West Johnnyshire,Low,727.03,Monthly,2021-04-30,Mail,Repeat donor,Marathon
f8b9d22a-14c2-42c1-b68b-4b6fbbcf4e1d,63,Non-binary,West Stephanie,Low,357.71,Annually,2023-03-13,Events,First-time donor,Dinner
d361a216-cb9f-46e8-95d4-ef7379054f93,34,Male,Johnton,Medium,809.42,Annually,2023-10-25,Events,First-time donor,Gala
482747cf-3870-4164-a682-ae244b271cb5,30,Male,South Christinafurt,Medium,856.1,Annually,2023-03-15,Online,First-time donor,Dinner
6322bc23-87cd-4838-a159-d75e8ea952fe,80,Male,Cristinachester,Medium,59.44,Quarterly,2023-08-19,Online,First-time donor,Gala
cde1bd3b-71c7-458f-b1c4-efbde698cd8c,49,Male,Bellville,Medium,672.07,Annually,2020-06-13,Online,Major donor,Marathon
2156fe4a-3d93-47be-ad73-b294ec0144f1,69,Non-binary,Kathychester,High,157.85,Annually,2023-01-03,Online,First-time donor,Marathon
cf685658-b3c9-4ba4-aeb3-04285f6a5d47,74,Male,Jeffreymouth,Low,827.19,Annually,2020-08-26,Online,Repeat donor,Gala
c3bc0296-80f3-4d2b-aa2b-3f6244723033,24,Non-binary,Porterstad,High,537.12,Quarterly,2023-03-17,Events,Major donor,Dinner
fa69c493-e31f-4052-9679-3062825d87ef,75,Male,East Nathan,High,914.19,Annually,2022-03-10,Online,First-time donor,Auction
2042e185-2592-472e-a466-cb10b866ac78,80,Male,Whitebury,Medium,279.35,Monthly,2021-04-06,Online,First-time donor,Auction
40c0656c-a76d-4be4-90f3-113089eafc31,37,Male,South Samantha,Low,106.26,Annually,2020-01-11,Online,First-time donor,Marathon
ba44b788-47d1-419b-8316-23d1f0ab48b2,51,Female,Hoganhaven,High,715.87,Quarterly,2021-06-13,Mail,Repeat donor,Marathon
de5d096a-5fb6-424e-8ad1-10e8f8e24fe6,31,Male,Lake Benjaminbury,Low,241.57,Quarterly,2022-06-12,Events,First-time donor,Gala
582f146c-3f36-4abf-b146-283872a23fbd,64,Non-binary,Griffithside,High,936.31,Quarterly,2021-09-28,Mail,Repeat donor,Gala
7131c61f-cefd-4b48-86b1-36685286a95e,75,Female,Stantonport,Medium,479.4,Annually,2023-03-28,Mail,First-time donor,Gala
babfde2d-730a-4456-b986-0ac590c89017,29,Male,Buchananbury,High,956.4,Monthly,2020-03-07,Mail,Major donor,Auction
27fcc899-4162-4b0a-a3ee-45761ca959d5,23,Female,North Yvonne,High,439.25,Monthly,2021-02-02,Events,Major donor,Auction
aac7ca96-d032-4d07-a503-f2fdf88b1ca2,75,Non-binary,Jeffreyview,Low,630.66,Quarterly,2024-06-09,Mail,First-time donor,Auction
c72bf5d3-6d18-42f1-bf57-481eab9f6ed7,76,Non-binary,New Aaronshire,Medium,864.34,Annually,2021-11-26,Mail,Major donor,Dinner
1db7751c-854e-4981-bfa6-66470164b896,35,Non-binary,West Matthew,Low,466.55,Annually,2023-05-20,Mail,First-time donor,Marathon
6efbefdc-c6b7-4fdf-944d-7f8f75680fc8,30,Male,South Garyberg,Low,586.84,Annually,2022-08-28,Online,First-time donor,Dinner
92fe59d4-3668-47bf-82ae-fbe6922ea0f7,52,Female,Meganburgh,Low,503.3,Monthly,2021-02-20,Events,Major donor,Dinner
c999f34e-032a-459c-9934-1f7691aa830d,53,Non-binary,Nicholasport,Low,326.65,Monthly,2023-12-22,Events,Repeat donor,Auction
407a3915-f297-4c2c-acd6-127a447c5b2b,64,Non-binary,West Cody,Low,742.49,Annually,2021-05-13,Online,First-time donor,Auction
ecacdcd7-a3f2-449d-8bfd-dbcc0be20884,35,Female,Timothyland,High,985.03,Annually,2021-12-28,Online,Repeat donor,Marathon
50ee0fc4-7d3f-4ebe-b565-2976bb2b9403,63,Non-binary,Angelaside,High,258.01,Monthly,2021-04-15,Mail,Major donor,Marathon
1f742ee4-82a7-40e5-b008-1ccb187d2693,31,Female,New Katherinetown,Low,945.21,Annually,2020-01-18,Events,Major donor,Marathon
4a0494a6-e7e5-41cc-ae45-3f11d79ae985,45,Female,Jenniferport,Medium,683.54,Monthly,2022-08-24,Mail,Major donor,Dinner
4b1b36aa-fa0e-4c7b-8b20-063ffd57c7bc,28,Non-binary,New Victoria,Low,260.91,Quarterly,2021-05-02,Online,Major donor,Gala
b1760c49-5289-4e65-b23d-57314e9ab260,33,Female,North Jeffrey,High,81.01,Annually,2020-07-04,Events,Major donor,Auction
1ae9f78e-50f3-40f0-b107-cd4d53872907,53,Male,Wilsonshire,High,216.68,Monthly,2023-10-17,Online,Repeat donor,Gala
91ded829-084a-456c-b1c1-8b2e42aad0a1,50,Non-binary,Graceshire,Medium,505.75,Monthly,2021-11-20,Online,Repeat donor,Dinner
8d9af627-95fd-4186-9a7a-4893f60d9716,20,Female,Lake Jaredton,High,98.16,Monthly,2021-07-30,Online,First-time donor,Dinner
afe66b38-4f5a-494e-ac3e-4a4059b741ea,74,Female,Arnoldhaven,Medium,404.5,Monthly,2020-02-20,Mail,First-time donor,Gala
946ba8a2-02a3-4f36-a971-d339d91c6ad4,66,Male,Richfurt,Low,676.42,Annually,2020-10-29,Events,First-time donor,Dinner
8cc59519-16f1-4ab4-9ce6-1920f2ca9b32,67,Male,Chenberg,Medium,561.45,Annually,2021-10-30,Online,First-time donor,Gala
afacf841-5ceb-4dc9-bf1f-737fde089a1c,31,Male,East Julie,High,208.76,Monthly,2021-11-16,Mail,First-time donor,Dinner
f019bd71-c5a4-4b5b-a719-a3a7b23f79b3,29,Female,North Mark,High,597.96,Annually,2022-12-27,Events,Repeat donor,Dinner
b135e104-a692-4f9d-b478-23e0ab5e30ce,47,Non-binary,South Ebony,Medium,309.58,Annually,2021-07-19,Online,Major donor,Marathon
ce15f35b-65ae-4326-9ea5-68f5466a0384,57,Non-binary,West Caitlinside,Medium,590.48,Monthly,2023-06-28,Online,First-time donor,Auction
1c4debb5-7872-49db-8c2e-c32ed491ff80,35,Female,North Kevin,Medium,822.84,Annually,2020-06-20,Online,Major donor,Dinner
36feadd8-eafa-47b5-9ce6-363224226b6c,21,Female,North Michael,Low,171.45,Annually,2020-10-16,Online,Repeat donor,Auction
185ff6d7-9b7f-4c9c-8660-ef152343570f,40,Male,Port Karenton,Low,526.16,Quarterly,2021-05-03,Events,Major donor,Marathon
bec5347c-1323-478a-a6c2-6b87b4642ca8,80,Non-binary,West Susan,Low,891.1,Annually,2023-12-13,Events,First-time donor,Marathon
1a5337c5-8797-4a2f-8f9d-d1021d7af83e,32,Female,Port Katie,High,915.44,Quarterly,2021-09-11,Online,First-time donor,Gala
b4aa508c-b969-42a0-a90d-ffd85e96b151,47,Male,West Larryburgh,Low,828.31,Monthly,2020-07-09,Mail,First-time donor,Dinner
ea0c9527-2201-47a8-88df-253487d84014,33,Male,Lake Jeremyberg,Medium,933.78,Monthly,2021-12-17,Mail,Repeat donor,Dinner
00e5b265-0a0e-4811-9478-17324ada0b28,73,Female,East Michaelport,Medium,933.0,Annually,2022-03-10,Events,First-time donor,Gala
bcda6edb-d09e-4e66-a514-aa4c7b6fc977,59,Male,Ericmouth,Low,702.85,Monthly,2022-02-20,Events,First-time donor,Dinner
e4ca6437-4311-47af-b0e6-f1b788b8c6b1,55,Female,Cindymouth,Low,623.86,Monthly,2021-10-11,Mail,Major donor,Gala
ca2f34b5-8b69-45f2-a110-a1194e65e9b7,77,Female,Christinemouth,Low,121.05,Annually,2023-08-31,Online,Repeat donor,Gala
b706f4d0-c4a2-4ab3-9759-12e3fa083cd1,70,Non-binary,East Elizabeth,Low,598.71,Monthly,2021-10-20,Mail,Repeat donor,Gala
f69170a4-57a1-4728-a086-e4ba2491c393,42,Non-binary,West Danny,Medium,284.48,Monthly,2023-02-03,Mail,First-time donor,Auction
3757896e-6878-4d9d-a595-c91e76d2f1fc,21,Non-binary,Johnport,High,949.22,Monthly,2023-02-18,Mail,Major donor,Auction
a447b445-1139-427b-9c72-8a43e6af39fc,60,Female,Petertown,Medium,133.64,Quarterly,2020-12-07,Events,First-time donor,Marathon
a86c6b32-972a-4d51-9df3-4e34005598e7,60,Non-binary,Port Deborah,Medium,460.14,Quarterly,2021-02-11,Mail,First-time donor,Gala
213a9d04-32a4-419e-a407-840fe4de3cb1,70,Male,Port Stephen,Medium,140.7,Monthly,2021-04-09,Events,Major donor,Marathon
32b9a5fb-ea71-4a5b-a3e4-39a503b2b258,60,Female,Baileyview,Medium,399.64,Monthly,2023-03-24,Mail,First-time donor,Auction
49fbca68-00bc-4979-a2a0-db0f554557eb,34,Male,North Joshuachester,Medium,463.59,Monthly,2022-09-20,Events,Major donor,Dinner
70876750-fe39-47cc-9ee4-8eccad576532,60,Female,Henryfurt,Low,310.1,Monthly,2023-07-21,Online,First-time donor,Auction
9843a423-8830-4014-a78e-1cc261b11294,57,Male,Amberville,Low,643.68,Quarterly,2020-09-25,Online,Repeat donor,Auction
836ea440-61cc-4696-b240-61afb825e01a,65,Female,Port Amy,High,29.39,Monthly,2021-08-31,Mail,First-time donor,Gala
896f1228-53ad-457e-882f-f2720382c211,40,Male,Marietown,High,815.42,Annually,2022-04-03,Events,First-time donor,Dinner
d14e1e3f-1ff3-474c-8b5a-1670f501ac5b,55,Male,Solistown,Low,771.01,Annually,2023-11-04,Events,First-time donor,Dinner
7f04705a-8f10-4e25-887b-bd724f4d2b59,73,Female,East Tinahaven,High,191.64,Quarterly,2022-03-25,Online,Major donor,Marathon
1db2ee08-e711-4c7a-8e6e-3f6f609f9df3,72,Non-binary,Goodmanstad,High,556.15,Quarterly,2021-11-29,Mail,Major donor,Auction
4e125f14-e29a-4b42-bcef-20fb87150dce,27,Female,Martinezmouth,Low,774.4,Monthly,2022-06-11,Mail,Repeat donor,Marathon
a567930d-efb0-4c95-af82-d0d503721e85,57,Non-binary,Mistybury,Low,204.1,Quarterly,2020-08-19,Online,Major donor,Marathon
ed834c02-83b2-4874-ad5e-a9a39014fc4d,63,Male,South Laura,Medium,604.87,Annually,2020-02-22,Events,Major donor,Auction
d77ec63f-1cbc-4e70-aeb3-a4ef099c38b9,54,Non-binary,Joseberg,Medium,425.28,Monthly,2022-11-15,Online,First-time donor,Auction
90454dd0-6510-4432-a8b0-2275fee99e01,50,Female,Turnerbury,Low,978.41,Monthly,2020-12-07,Online,Repeat donor,Marathon
8b830825-59e2-41bf-a2d6-429704284a8d,78,Female,Lake Teresa,Low,753.27,Monthly,2020-02-09,Mail,Major donor,Dinner
a97b8c48-cbc2-4a56-8636-2dd045ecd331,48,Male,Perryside,High,931.71,Quarterly,2020-10-01,Online,First-time donor,Marathon
4d97a590-bd63-4164-8606-ac91717b598d,36,Male,East Jennifermouth,High,963.27,Monthly,2022-08-29,Online,Major donor,Auction
437389c2-c580-4458-80d5-351c6dbe2e08,19,Female,Taylorchester,Medium,947.16,Annually,2023-01-16,Events,First-time donor,Gala
5177417c-b2d9-4b41-9e06-f0cbb5f687cc,54,Male,Port Wesley,Low,226.85,Annually,2023-05-20,Events,Major donor,Marathon
671e849d-fc7b-4202-a477-6283288a5ffb,19,Non-binary,North Terrance,High,60.82,Quarterly,2021-12-11,Mail,First-time donor,Dinner
982e2511-2da0-4cef-843f-a9d23a4c58be,51,Female,South Benjaminport,High,912.58,Quarterly,2022-12-03,Mail,Repeat donor,Dinner
1ef17292-0960-4e34-8944-f2c4d1223f4f,75,Non-binary,Mccormickville,Medium,853.94,Annually,2023-09-02,Mail,Repeat donor,Marathon
96ba9fde-e471-4ca9-b7fe-eb40ecb41824,34,Male,Claudiaview,Low,197.24,Annually,2020-12-09,Events,First-time donor,Dinner
f844c8cf-1ead-46bf-9b27-164738e7e566,39,Female,Darrenstad,Medium,943.26,Quarterly,2023-06-06,Mail,Major donor,Dinner
3f0d93a4-3703-44de-aec3-ddc32c9b1437,30,Female,Lake Rebeccashire,Medium,234.7,Annually,2023-08-05,Online,Repeat donor,Dinner
f41809d3-5010-4f43-80a8-376e4e8f3b6e,30,Non-binary,Lake Danielle,Low,434.56,Annually,2020-12-19,Mail,Major donor,Gala
79add0f8-f12d-4434-a544-466844469b2c,49,Male,New Joshua,Medium,54.62,Monthly,2020-02-20,Mail,First-time donor,Auction
27a4363a-d4d0-4f07-b641-0c9ef67235fc,30,Female,Gainesbury,High,595.68,Quarterly,2024-04-17,Events,Major donor,Marathon
338490fe-bce1-4791-af3f-0deb998fea8e,62,Female,Chadtown,Low,404.02,Quarterly,2021-08-28,Events,Repeat donor,Gala
7f5b7d1a-359c-4507-8e86-93cd32b4706a,24,Non-binary,Michaelside,High,198.56,Quarterly,2023-11-25,Mail,Repeat donor,Dinner
c8ad3039-9eed-448c-92ba-887d8553255c,48,Female,North Scott,Medium,889.62,Monthly,2022-06-19,Events,Major donor,Auction
be01ed9a-75bf-4029-8411-20b603ecfb19,20,Female,Ramirezburgh,Medium,992.5,Monthly,2022-11-02,Events,Major donor,Auction
311492cd-f4da-4347-8c95-e309641622f8,44,Female,New Paul,High,442.82,Monthly,2020-07-15,Online,Repeat donor,Marathon
054ebe57-6d81-4cd7-803b-63c2ef82ea86,40,Male,Silvaborough,Medium,523.59,Quarterly,2024-06-10,Online,First-time donor,Auction
cf3acbbc-7fc6-493f-8fd6-68faf7379e64,32,Female,Hallhaven,Low,916.28,Quarterly,2020-09-08,Online,First-time donor,Dinner
9508ed05-5e89-4e7b-a4ea-0e73cc8eeb2a,23,Non-binary,Lydiastad,High,631.39,Annually,2022-05-05,Online,Repeat donor,Gala
1c12cf59-2ec4-49b5-a475-dd2aad7b5166,28,Non-binary,Port Barbarastad,High,636.61,Monthly,2023-03-24,Mail,Repeat donor,Gala
8bdf660c-ce39-4500-8e6e-392773a03b9b,60,Male,Ochoastad,High,236.08,Annually,2020-10-23,Mail,Major donor,Gala
7350f882-7455-41f3-a8c2-01eee20656f4,68,Non-binary,Ralphfort,Low,296.97,Annually,2023-03-21,Events,First-time donor,Gala
a7732550-8cbc-479c-b505-a71184eebbb1,43,Male,Eduardoland,High,269.0,Monthly,2022-09-11,Online,Major donor,Marathon
80f37f36-1c81-47a3-ae23-e7f72a0fdaa6,47,Female,Jamesville,High,832.15,Monthly,2024-06-05,Mail,Repeat donor,Marathon
1fe2970e-6a9b-4c7f-83fb-61264cba5d8d,78,Non-binary,Mercadoville,Medium,992.55,Quarterly,2023-08-02,Mail,First-time donor,Gala
9cda7a76-6741-4453-855b-786560f4937b,29,Male,North Heather,High,358.77,Quarterly,2023-11-02,Events,Repeat donor,Marathon
f131c0af-6bbb-4b07-92c7-f56c0289111a,29,Non-binary,New Brian,Medium,282.03,Quarterly,2024-03-02,Events,First-time donor,Auction
10026431-5723-44ee-a80c-df5c77403495,75,Male,Morrisfurt,Low,982.47,Quarterly,2021-08-13,Online,First-time donor,Marathon
a7ff887e-ed46-4181-8f6f-d83d637c53d1,21,Male,Brandonmouth,Low,84.59,Annually,2020-01-27,Online,Repeat donor,Dinner
ef071396-c586-4104-89a1-4cb37e4b03e0,30,Non-binary,Kristinbury,High,659.68,Annually,2021-10-07,Online,First-time donor,Auction
f469bf0c-6f2b-49cb-bb69-a63a034c5820,53,Non-binary,East Brittany,Low,31.46,Monthly,2021-07-23,Online,Major donor,Auction
44ef4d33-4af0-451c-8af3-f8c9f8fd740d,62,Non-binary,Christinechester,Low,297.1,Annually,2021-12-21,Mail,First-time donor,Dinner
e1be578a-e1bb-413f-b2e0-438449b5f622,77,Female,Jacquelineberg,Low,489.6,Quarterly,2021-05-29,Online,Major donor,Marathon
e068a426-3be8-41ad-83d0-588f8b9cc88e,43,Female,Lake Troyport,Low,378.93,Quarterly,2024-05-28,Online,First-time donor,Marathon
4fb798ee-76b6-4cf3-bf1f-60d21f1d2348,41,Non-binary,Smithmouth,Medium,977.91,Monthly,2022-01-03,Mail,Repeat donor,Auction
